Names,Website,Introduction,Phone Number,Address,Review Count,Average Review Count,Store Shopping,In Store Pickup,Delivery,Type,Opens At
Shivanshi Constructions,,None Found,9739807299,"186/14, Basement Floor, JC Complex, Sirur Park Rd, Jai Bheema Nagar, Seshadripuram, Bengaluru, Karnataka 560020",10.0,4.9,No,No,No,Real Estate Builders & Construction Company, Opens 9:30am Sun
Alliance Group (Bangalore),alliancein.com,None Found,4067419900,"No.85, Karthik Nagar, Marathalli-K R Puram, Outer Ring Rd, Next to Kidzee, Bengaluru, Karnataka 560037",88.0,4.2,No,No,No,Real Estate Builders & Construction Company,
geo constructions,,None Found,9880616610,"Marathahalli Outer Ring Rd, Aswath Nagar, Marathahalli, Bengaluru, Karnataka 560037",2.0,5.0,No,No,No,Real estate developer,
SV Groups,svgroups.in,None Found,8025405657,"89, VM Cosma, 3rd Floor, Outer Ring Road, Kartik Nagar, Marathahalli, above HDFC Bank, Bengaluru, Karnataka 560037",36.0,4.2,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
THE BANGALORE NAIDU'S GROUP,,None Found,9886490349,"242/2, 8th Cross Rd, Anand Nagar, Aswath Nagar, Marathahalli, Bengaluru, Karnataka 560037",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Design Mist Architects Residential Construction and interiors,designmist.in,None Found,9035707369,"no 761, ground floor, Marathahalli Bridge, Outer Ring Rd, next to j spiders, Marathahalli Village, Marathahalli, Bengaluru, Karnataka 560037",10.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
Japhia Constructions,japhiaconstructions.in,None Found,9731538962,"13, 1st Floor, Marathahalli - Sarjapur Outer Ring Rd, Aswath Nagar, Marathahalli, Bengaluru, Karnataka 560037",23.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Axis Concept Construction Pvt. Ltd.,19estates.com,None Found,8217450169,"bus stop, 80, 3rd floor 1st cross road, 2nd Main Rd, near metro pillar No. 124, Besides MICO layout, Vysya Bank Colony, BM 2nd stage, Bengaluru, Karnataka 560076",151.0,4.1,No,No,No,Real Estate Builders & Construction Company,
Peninsula Infra Development Pvt Ltd,peninsulainfra.in,None Found,7353900600,"127, 3rd Cross, 13th main Aicoba Nagar, BTM 1st Stage, BTM Layout, Bengaluru, Karnataka 560068",62.0,3.9,No,No,No,Real Estate Builders & Construction Company, Opens 10am Sun
SGR Builders and Developers,,None Found,9739173339,"12, 12th E Main Rd, Muthyala Nagar, Tannirhalli, Mathikere, Bengaluru, Karnataka 560054",10.0,4.8,No,No,No,Real Estate Builders & Construction Company,
Eco Build Studio Pvt ltd,ecobuild.studio,None Found,9845369510,"103-1, 2nd A Main Rd, Sharadamba Nagar, Muthyala Nagar, Gokula Extension, Mathikere, Bengaluru, Karnataka 560054",3.0,5.0,No,No,No,Interior designer, Opens 10am Sun
KAIROS CONSTRUCTION & TECHNOLOGY,,None Found,9886751516,"607, Mysore Rd, ITI Layout 3rd Phase, Phase 3, Nayanda Halli, Bengaluru, Karnataka 560039",9.0,4.4,No,No,No,Real Estate Builders & Construction Company,
BlueStarCivil Construction All Type of Work Done,,None Found,9844665333,"2 1st Main Road D Street, Mysore Rd, New Guddadahalli, Bengaluru, Karnataka 560026",,,No,No,No,Civil engineering company, Opens 9am Mon
Prime Constructions,,None Found,9060444488,"HBR Layout Nagawara Main Road, Circle, Nagawara, Bengaluru, Karnataka 560043",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Karle Infra Pvt. Ltd,karleinfra.com,None Found,8067996799,"Hub 2, Karle Town Centre, DadaMastan Layout, Manayata Tech Park, Nagavara, Bengaluru, Karnataka 560045",211.0,4.3,No,No,No,Real Estate Builders & Construction Company,
Aimil Ltd Bangalore,aimil.com,None Found,8030080129,"88/1, Naimex house, Outer Ring Rd, Nagawara, Bengaluru, Karnataka 560045",24.0,4.6,No,No,No,Civil engineering company,
Zayn builders and contractors,,None Found,8618258443,"2JQF+XJH, Nagawara Main Rd, 5th Block, Vyalikaval HBCS Layout, HBR Layout, Bengaluru, Karnataka 560045",1.0,5.0,No,No,No,Contractor, Opens 10am Mon
Al - Muizzu Consultants & Constructions,,None Found,7829492056,"Unnamed Road, Rashad Nagar, Govindapura, Nagawara, Bengaluru, Karnataka 560045",2.0,3.0,No,No,No,Civil engineering company,
NK Constructions,,None Found,9964377447,"Shop No.6, 1st Floor, VRC Complex, 6th Cross, Ananthapura Singanayakanahalli, Post, Yelahanka, Bengaluru, Karnataka 560064",11.0,4.8,No,No,No,Real Estate Builders & Construction Company,
SS wire cut contractors,,None Found,9398180841,"4HJF+63Q, Nagenahalli, Bengaluru, Karnataka 560064",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Jampana Constructions Pvt. Ltd.,,None Found,9008622166,"54, Ananthapura St, Yelahanka, Bengaluru, Karnataka 560064",34.0,4.3,No,No,No,Real Estate Builders & Construction Company,
Sreekanth Constructions,,None Found,8023491980,"No. 322, 3rd Floor, 9th Cross Rd, Saraswathipura, Nandini Layout, Bengaluru, Karnataka 560096",2.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 8am Mon
CREATOR DESIGNS AND CONSTRUCTIONS,slvconstructions.com,None Found,9663810135,"149/F, 26th Main Rd, Near 560096, BHEL Layout, Sreenivas Nagar, Nandini Layout, Bengaluru, Karnataka 560041",17.0,4.0,No,No,No,Real Estate Builders & Construction Company,
Bharatiya Constructions,,None Found,6366619619,"3rd Floor, 4th block, No 117/4, 9th Main Rd, Kanteerava Nagar, Nandini Layout, Bengaluru, Karnataka 560010",1.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
Crafting Your Future: Premanath Contractor and Construction,youtu.be,None Found,9980330505,"215 Thana, 4th Cross Rd, near Rajkumar samadhi, 4th Block, Ramakrishna Nagar, Kanteerava Nagar, Nandini Layout, Bengaluru, Karnataka 560096",15.0,5.0,No,No,No,Contractor,
HAMSA BUILDERS & PROMOTERS,,None Found,9019921993,"177, 2nd Main 1st Cross, J.B.Kaval, Rajivgandhi Nagar, Nandini Layout, Bengaluru, Karnataka 560096",2.0,5.0,No,No,No,Real Estate Builders & Construction Company,
DMR PROPERTIES,,None Found,9482536138,"#241, M.N. Complex, 4th Floor, 4th Main Road, 1st Cross Rd, opp. Dr. Rajkumar Punyabhumi, 2nd Block, Nandini Layout, Bengaluru, Karnataka 560096",6.0,4.8,No,No,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Unnati Constructions,unnaticonstructions.co.in,None Found,8105758304,"No 749, 4th Floor, 10th Main Rd, Vinayaka Layout, 2 Stage, Naagarabhaavi, Bengaluru, Karnataka 560072",51.0,4.8,No,No,No,Contractor, Opens 10am Sun
RITEWAY PROJECTS PVT LTD,,None Found,8065303333,"#23/1, 2nd Floor, Raj Complex, NGEF Layout, 80 Feet Road, Nagarabhavi, Bengaluru, Karnataka 560072",21.0,4.6,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
DreamNivas - House Construction company,dreamnivas.in,None Found,6363921828,"3, NGEF Main Road, below Raj and Raj Super Mart, opp. Veeranjaneya Temple, Vijay nagar, Stage 2, Naagarabhaavi, Bengaluru, Karnataka 560072",2.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Tirumala Constructions,,None Found,8023183595,"Vinayaka Layout, Govindaraja Nagar Ward, Naagarabhaavi, Bengaluru, Karnataka 560072",30.0,3.6,No,No,No,Real Estate Builders & Construction Company,
AVS PROJECTS,avsprojectsblr.in,None Found,9632811597,"No. 285/91, 2nd Cross, Thimmareddy Layout, HAL Old Airport Rd, Murugeshpalya, Bengaluru, Karnataka 560017",30.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Krishvi Projects Pvt Ltd,krishvi.com,None Found,8025354232,"No.2, First Floor, 2, HAL Old Airport Rd, 2nd stage Indiranagar, BDA Colony, Domlur Village, Domlur, Bengaluru, Karnataka 560071",54.0,4.0,No,No,No,Real Estate Builders & Construction Company,
Shapoorji Pallonji,,None Found,8066213500,"Surya Chambers, 7th Floor, 104, HAL Old Airport Rd, Murugeshpalya, Kaveri Nagar, Bengaluru, Karnataka 560017",348.0,4.2,No,No,No,Real estate developer, Opens 9am Mon
RNS Infrastructure Limited,rnsil.com,None Found,8042897000,"7th Floor, Naveen Complex, 14, Mahatma Gandhi Rd, Bengaluru, Karnataka 560001",238.0,4.1,No,No,No,Real Estate Builders & Construction Company,
Bulding contractors Painting contractor working,,None Found,9986739246,"314/1, 3rd Cross Rd, 7th main, Domlur, Bengaluru, Karnataka 560071",1.0,4.0,No,No,No,Civil engineer,
Pavan Techno Constructions,pavantechnoconstructions.com,None Found,9738906052,"161/1, Manjunatha Rd, Thyagaraja Nagar, Basavanagudi, Bengaluru, Karnataka 560028",4.0,4.5,No,No,No,Real Estate Builders & Construction Company,
Construction Miles,,None Found,9731118881,"52, 5th Cross Rd, Hanumanthnagar, Banashankari 1st Stage, Banashankari, Bengaluru, Karnataka 560019",2.0,5.0,No,No,No,Construction Material Wholesaler, Opens 9am Mon
CANARA PROJECTS INDIA PVT LTD,canaraprojects.com,None Found,9900240449,"B-236, 5th Main Rd, Peenya 2nd Stage, 2nd Stage, Peenya Industrial Area Phase IV, Peenya, Bengaluru, Karnataka 560058",19.0,3.9,No,No,No,Real Estate Builders & Construction Company,
Nikitha Build-Tech Private Limited,nikithabuildtech.com,None Found,8039990100,"Brigade Rubix, Watch Factory Rd, Phase 1, Peenya, Bengaluru, Karnataka 560022",84.0,3.9,No,No,No,Steel construction company,
STRUCTWEL DESIGNERS & CONSULTANTS PVT LTD,structwel.com,None Found,8028364802,"Plot No. 460/B, 4th Phase NTTF Circle, behind Abhimanni Fuel Station, Peenya, Bengaluru, Karnataka 560058",64.0,4.1,No,No,No,Civil engineering company, 12am 
Sri Sai Construction,,None Found,7022520386,"540 D ,42nd cross, 3rd Main Rd, 4th Block, Rajajinagar, Bengaluru, Karnataka 560010",10.0,4.8,No,No,No,Real Estate Builders & Construction Company,
Nava Nakshatra Homes Private Limited,nnhomes.in,None Found,9880865041,"Golden House, 1697/36, 1st floor, Dr Rajkumar Rd, near ICICI Bank, Rajajinagar, Bengaluru, Karnataka 560021",83.0,4.5,No,No,No,Real Estate Builders & Construction Company,
Preethi Engineering & Associates,preethiengg.net,None Found,9845752064,"190, 17th Main, 49th Cross Rd, 3rd Block, Rajajinagar, Bengaluru, Karnataka 560010",18.0,4.6,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Oneness Infratech,oitech.co.in,None Found,8041141611,"No. 9, 9, 59th Cross Rd, Rajajinagar 3rd Block, 5th Block, 3rd Block, Rajajinagar, Bengaluru, Karnataka 560010",33.0,4.8,No,No,No,Civil engineering company,
Ultra Max Services India Pvt Ltd,ultramaxindia.com,None Found,9148452505,"1723/D 2nd Floor, Mahakavi Kuvempu Rd, 2nd Block, 2nd Stage, Rajajinagar, Bengaluru, Karnataka 560010",196.0,4.6,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
IBIS ASSOCIATES,,None Found,7795529626,"2969 2nd stage 13th main, Community Hall Rd, Mariyappanapalya, Rajajinagar, Bengaluru, Karnataka 560021",66.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Sr Construction,srconstructions.in,None Found,9845397866,"1223, 15th Cross, 19th Main, Near-Ananya Hospital, Rajaji Nagar, Bengaluru, Karnataka 560010",2.0,2.5,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
SVS Engineers and Architecture,svsengineers.in,None Found,9060630463,"1723/D, Mahakavi Kuvempu Rd, D-Block, 2nd Block, Mariappanapalya, Rajajinagar, Bengaluru, Karnataka 560010",74.0,4.7,No,No,No,Architect,
Unique Constructions,uniqueconstructions.info,None Found,9980977663,"4, 34, 11th Cross Rd, 1st Block, Rajajinagar, Bengaluru, Karnataka 560010",5.0,4.2,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Kiran and Kashi Constuctions,kiran-kashi.com,None Found,8023423740,"S-1718 Swarup Bhavan, Dr Rajkumar Rd, 2nd Stage, Rajajinagar, Bengaluru, Karnataka 560010",17.0,4.2,No,No,No,Real Estate Builders & Construction Company,
"High Tech Constructions, Engineers & Developers",hightechconstructions.com,None Found,9845067916,"5, 5th D Cross Rd, RMV, Stage 2, Sanjayanagara, Bengaluru, Karnataka 560094",23.0,4.7,No,No,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Ruddhi Builders & Consultants,ruddhiconstructions.com,None Found,9886777392,"OPP: KANTHI SWEETS, 2, 1ST FLOOR, New BEL Rd, RMV 2nd Stage, HIG HOUSE, Dollars Colony, Bengaluru, Karnataka 560094",20.0,4.8,No,No,No,Home builder,
RGC INFRASTRUCTURE PRIVATE LIMITED,,None Found,9591278989,"173, 8TH CROSS, P & T LAYOUT, RACHENAHALLI, Railway Parallel Rd, near MANYATA TECH PARK, Dr.S.R.K. Nagar post, Thanisandra, Bengaluru, Karnataka 560077",,,No,No,No,Real Estate Builders & Construction Company,
JAHNAVI CONSTRUCTIONS,,None Found,9538808700,"11, 8th Cross Road, BEML 3rd Stage, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",17.0,4.9,No,No,No,Construction and maintenance office,
YRC Construction & Interior Designers,yrc-constructions.com,None Found,9845864897,"1392, 6th Main Rd, 1st Phase, BEML Layout, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",25.0,4.9,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
C-WILL ENGINEERS AND ARCHITECTS,c-will.in,None Found,9036474123,"502, 1st A Cross Rd, Ideal Homes Layout, Kenchenhalli, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",61.0,4.9,No,No,No,Real Estate Builders & Construction Company,
BELAKU CONSTRUCTION,,None Found,9482019945,"203, BEML Complex, Jawaharlal Nehru Rd, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",4.0,4.8,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
Samskruthi Associates,,None Found,8660570711,"40 , Gattigere New Extn, BEML 3rd Stage, Complex, Bengaluru, Karnataka 560098",8.0,5.0,No,No,No,Civil engineering company, Opens 9:30am Mon
GOUPRA CONSTRUCTIONS,business.google.com,None Found,9916662278,"III Stage 3 Block, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",50.0,3.2,No,No,No,Steel construction company,
BHOOMI ENGINEERS AND BUILDERS,,None Found,9845375392,"880, 60 Feet Rd, 4th stage, BEML Layout, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",9.0,5.0,No,No,No,Civil engineering company, Opens 10am Sun
Swapnapurti Constructions Bangalore,swapnapurticonstructions.com,None Found,9740554457,"park view Building, 200/1, BEML Layout, opp. Police station, 4th Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",2.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
PlanPick - Constructions and Interiors,planpick.in,None Found,9606859510,"936, 3rd Floor, Kengeri Main road, Channasandra, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",10.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Architricks,,None Found,9845552998,"27, BEML Layout, 5th Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",6.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Shorai Ventures Pvt Ltd,,None Found,7625035963,"2nd Floor 1130 Jawaharlal Nehru, Main Rd, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",2.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Radi Constructions (Home constructions | Comercial Building constructions),radiconstructions.com,None Found,9341939495,"3rd Floor, LR Patel Complex, 15, Gurumurthy Reddy Layout, Ramamurthy Nagar, Bengaluru, Karnataka 560016",13.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Aruma Constructions LLP.,,None Found,8065641234,"43/A, ""AARYAN, Dr DV Gundappa Rd, Narayana Reddy Layout, Manjunatha Layout, Ramamurthy Nagar, Bengaluru, Karnataka 560016",15.0,3.8,No,No,No,Civil engineer,
DH Constructions,,None Found,9844109699,"197, 3rd main road, 9th Main Rd, next to maithry vidyanikethan school, Ramamurthy Nagar, Bengaluru, Karnataka 560016",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Shara Constructions,sharaconstructions.in,None Found,8050066109,"1, 8th Cross Rd, Sir M V Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 16",1.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Entriex Infraastructure Private Limited,entriex.com,None Found,9731211664,"63/1, 3rd floor, Balaji Arcade, green park Layout, Ramamurthy Nagar main, road, Banaswadi, Bengaluru, Karnataka 560043",42.0,4.2,No,No,No,Interior fitting contractor, Opens 9am Sun
RKfincorpservices Realtors & constructions solutions,rkfincorpservices.co.in,None Found,8217371317,"Thambu Chetty Palya Main Rd, Akshaya Nagar 1st Block, Akshya Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 560016",51.0,5.0,No,No,No,Real Estate Builders & Construction Company,
ARHA ENTERPRISES,arhaenterprises.in,None Found,9886864488,"No 72 A 2nd main, NRI Layout Main Rd, Ramamurthy Nagar, Bengaluru, Karnataka 560016",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
A H R ENTERPRISES,,None Found,9900205555,"#3, Sy No-41, G-5, T.C.Palya Main Road,Akshaya Nagar 2nd Block Near SBI Bank, next to IDEAL NUTS, Bengaluru, Karnataka 560016",1.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 10am Sun
JJ Builderz,jjbuilderz.com,None Found,8197315149,"175/8 Jai Gopal Rashtrothana Vidyakendra School Road, Ramamurthy Nagar, Bengaluru, Karnataka 560016",5.0,5.0,No,No,No,Construction and maintenance office, Opens 9am Sun
ANAND GROUP,anand-group.com,None Found,9190352233,"3rd floor, Sharda Plaza, No.56, 9th Main Rd, opp. SBM, Jaya Nagar 1st Block, Jayanagar 3rd Block, Jayanagar, Bengaluru, Karnataka 560011",14.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Shree VC Constructions - Best Waterproofing Contractors In Bangalore,svccservices.com,None Found,9880375007,"Behind Mega More, Sahakarnagar 20/1A,14th A, Dasarahalli Main Rd, E Block, Sahakar Nagar, Bengaluru, Karnataka 560092",58.0,5.0,No,No,No,Waterproofing service,
HABITAT Construction and Consulting Engineers,,None Found,8197498848,"2601, near Skating Park, E Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",2.0,5.0,No,No,No,Construction and maintenance office, Opens 9am Sun
MN Associates,,None Found,9008166422,"#137, 3rd floor, 60 Feet Rd, CQAL Layout, Sahakar Nagar, Bengaluru, Karnataka 560092",2.0,4.3,No,No,No,Real Estate Builders & Construction Company,
Sree Vriddhi Constructions,business.google.com,None Found,8951703804,"J, 103, 2nd Cross Rd, near Ganesh Temple Complex, Anjaneya block, Seshadripuram, Bengaluru, Karnataka 560003",2.0,5.0,No,No,No,Civil engineering company,
Soundarya Constructions,soundaryaconstructions.com,None Found,9164359777,"XHRF+RWP, 2nd Main Rd, Jai Bheema Nagar, Seshadripuram, Bengaluru, Karnataka 560020",35.0,3.7,No,No,No,Real Estate Builders & Construction Company,
SR Constructions,,None Found,8023611060,"2A,2ndfloor,sycon polaris, 1/4 58, 8th Main Rd, Sadashiva Nagar, Armane Nagar, Bengaluru, Karnataka 560080",31.0,4.3,No,No,No,Real Estate Builders & Construction Company,
"Ram Nand Constructions, Builders & Promoters",,None Found,9845139688,"Swasthi, 47/2 , Thanga Nilaya, Millennium Ave, Shanti Nagar, Bengaluru, Karnataka 560027",15.0,4.8,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
STONESSBRIDGE GROUP,,None Found,9980570340,"163, SLV Sri Sai Garden, Infosys Head Quater, Sarjapura, Bengaluru, Karnataka 562125",6.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 10am Sun
Delta Services,,None Found,9686691519,"State Highway 35, Sarjapur - Marathahalli Rd, Bengaluru, Karnataka 562125",10.0,5.0,No,No,No,Building design company,
CS Construction & Interior,csinterior.in,None Found,8892506550,"Near Sulikunte Cross bus stop, Sarjapur - Marathahalli Rd, Sulikunte, Bengaluru, Karnataka 560099",206.0,4.9,No,No,No,Interior designer, Opens 9am Sun
Sam's Interiors & Architects,,None Found,9003032732,"Villa no: 17, ARS Bavisha, Kadaagaraha, Sompura, gate, Sarjapur - Marathahalli Rd, Bengaluru, Karnataka 562125",38.0,4.9,No,No,No,Real Estate Builders & Construction Company,
VSR CONSTRUCTIONS,vsrconstructions.in,None Found,8151898949,"VSR CONSTRUCTIONS MARKETING OFFICE,HOSAHALLI ROAD ITTINA HAVELI MAIN ROAD, ROAD, near SAANDEEPANI ACADEMY, Bengaluru, Karnataka 562125",,5.0,No,No,No,Real Estate Builders & Construction Company,
JRC Projects,jrcprojects.com,None Found,4045549999,"4th Floor, Saket Commercial Opp: WIPRO Corporate Office, Sarjapur - Marathahalli Rd, Bengaluru, Karnataka 560035",55.0,4.7,No,No,No,Real Estate Builders & Construction Company,
Mana Capitol,,None Found,7026417026,"Sy. No. 31, Chikkakanahalli Village, Sarjapur Main Rd, Carmelaram, Hadosiddapura, Post, Bengaluru, Karnataka 560035",1786.0,4.1,No,No,No,Real Estate Builders & Construction Company,
DREAM DESIGNS&ASSOCIATES,g.co,None Found,7899362868,"2nd street, Sarjapur Main Rd, opposite Muttumariyamma temple, Kasavanahalli, Bengaluru, Karnataka 560035",2.0,5.0,No,No,No,Civil engineer, Opens 9am Sun
CK&DK Estates Bangalore,ckanddkestates.my.canva.site,None Found,8147121991,"55, 4th Cross, Colony, Sarjapur Main Rd, opp. to wipro sez, Mullur, Bengaluru, Karnataka 560035",32.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Salarpuria Signet Landowner Office,,None Found,7406913666,"1st floor, CoWorkCafe, Kasavanahalli road, Sarjapur - Marathahalli Rd, Kaikondrahalli, Bengaluru, Karnataka 560035",8.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 10am Sun
"SGR ENTERPRISES & DURGA,S construction contractors",,None Found,8123281889,"SGR ENTERPRISES OPP TO ST PETERS SCHOOL, KAIKONDRAHALLI, Sarjapur - Marathahalli Rd, CARMELLARAM POST, Bengaluru, Karnataka 560035",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Integrus Infra Builders Private Limited,,None Found,9880851968,"No.22/1,PID No.27-77, 22/1, Railway Parallel Rd, Nehru Nagar, Seshadripuram, Bengaluru, Karnataka 560020",12.0,4.7,No,No,No,Construction and maintenance office,
KMV Projects Ltd,kmvgroup.com,None Found,4023757771,"#302, #7, 3rd Floor, East Park Road, Kumara Park East Milann Hospital Building opposite Gandhi Bhavan, Seshadripuram, Bengaluru, Karnataka 560020",61.0,3.9,No,No,No,Real Estate Builders & Construction Company, Opens 8:30am Mon
STI Engineers Pvt Ltd,stiengineers.com,None Found,7411159673,"Railway Parallel Rd, Kumarapark West, Kumara Park West, Seshadripuram, Bengaluru, Karnataka 560020",58.0,4.4,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
UCC ENGINEERING INDIA PRIVATE LIMITED,uccind.in,None Found,8041161961,"1st Floor, No. 121, Wood Street, Brigade Rd, opposite to Brigade Tower, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025",13.0,4.8,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Mallikarjun Associates Bangalore,mabprojects.com,None Found,9164823999,"3B, no. 32, Alsa Glenridge, 32, Langford Rd, Akkithimana Halli, Bheemanna Garden, Langford Gardens, Bengaluru, Karnataka 560025",27.0,4.0,No,No,No,Steel construction company,
Jain Heights and Structures Pvt Ltd,jainheights.com,None Found,8022131390,"Solus Floor 11, No. 2, 1st A Cross J C Rd, opposite Poornima theatre, Bengaluru, Karnataka 560027",366.0,4.2,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
BCIM ENGINEERING PRIVATE LIMITED,bcim.in,None Found,8044324693,"Bldg 11, Divyasree Chambers, 11, B Wing, O Shaughnessy Rd, Bengaluru, Karnataka 560025",13.0,4.8,No,No,No,Real Estate Builders & Construction Company, Opens 9:45am Mon
JMC Projects (India) Limited,jmcprojects.com,None Found,8030771500,"Gold Tower, # 50, 2nd Floor, Residency Road, Near Konark Hotel, Bengaluru, Karnataka 560025",33.0,4.2,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Duraseal Water Proofing Solutions,duraseal.in,None Found,9964312120,"market, 1st Cross Rd, TC Palya, Krishnarajapuram, Bengaluru, Karnataka 560036",83.0,4.8,No,No,No,Contractor,
Saiven Developers & Constructions,saivendevelopers.com,None Found,8088111888,"#1664, 2nd Floor, 27th Main, 2nd Sector, HSR Layout, Bengaluru, Karnataka 560102",61.0,4.4,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
NAKSHATRA INFRA,nakshatrainfra.com,None Found,7019192025,"No.428, Ground Floor, 25th Cross, 24th Main Rd, 2nd Sector, HSR Layout, Bengaluru, Karnataka 560102",8.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
RELIABLE CONSTRUCTION AND INTERIORS,,None Found,9845982845,"557, 3rd floor, 14th Main Rd, Sector 3, HSR Layout, Bengaluru, Karnataka 560102",38.0,4.8,No,No,No,Interior designer, Opens 8am Sun
Vizipa Constructions Pvt Ltd,,None Found,9108005198,"1669, 27th Main Rd, PWD Quarters, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
FORTITUDE BUILDERS PVT. LTD.,,None Found,9886685767,"#1504, 25th A Main, 26th A Cross Rd, 2nd Sector, HSR Layout, Bengaluru, Karnataka 560102",1.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 10am Sun
L&W Construction Pvt Ltd,landwindia.com,None Found,8067996888,"801, 8th Floor, Pride Hulkul, 116, Lal Bagh Main Rd, SGN Layout, Vinobha Nagar, Sudhama Nagar, Bengaluru, Karnataka 560027",170.0,3.9,No,No,No,Real Estate Builders & Construction Company,
Svamitva House,svamitva.com,None Found,8022115298,"110/2, 1st Floor, Krishnappa Layout, Lal Bagh Road, Doddamavalli, Sudhama Nagar, Bengaluru, Karnataka 560027",117.0,4.2,No,No,No,Real Estate Builders & Construction Company,
Pride Group,pridegroup.net,None Found,8022222424,"116, Lal Bagh Main Rd, SGN Layout, Vinobha Nagar, Wilson Garden, Bengaluru, Karnataka 560027",39.0,4.3,No,No,No,Real estate developer,
i2i Infratech,i2iinfratech.in,None Found,9880238898,"256, 6th Main, MS Ramaiah Enclave Main Rd, Nagasandra Post, T. Dasarahalli, Bengaluru, Karnataka 560073",45.0,4.8,No,No,No,Interior construction contractor,
Sri Krishna Construction .,,None Found,9845162797,"MEI Layout, Vigneshwara Layout, Bagalakunte, Bengaluru, Karnataka 560073",3.0,3.7,No,No,No,Civil engineering company, Opens 8am Mon
Sensicon InfraVentures,sensiconinfraventures.in,None Found,7259041208,"JP Heights, Hesarghatta Rd, T. Dasarahalli, Bengaluru, Karnataka 560057",3.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Bn Constructions,bnconstructions.in,None Found,9916010303,"52, TMN St, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru, Karnataka 560075",20.0,4.8,No,No,No,Construction and maintenance office, Opens 9am Sun
PROBITY CONSTRUCTIONS Pvt. Ltd.,probityprojects.com,None Found,8025224863,"No 16, 7th A Main Rd, Vinayak Nagar B-Block, Vinayaka Nagar, Bengaluru, Karnataka 560017",39.0,4.8,No,No,No,Real Estate Builders & Construction Company, Opens 10am Sun
