Names,Website,Phone Number,Address,Review Count,Average Review Count,Delivery,Type,Opens At
SRI SV GROUP OF CONSTRUCTION,,09036222222,"06, KUVEMPU ROAD ( CLUB ROAD, Thambu Chetty Palya Main Rd, Anandapura, Bengaluru, Karnataka 560036",2.0,5.0,No,Real Estate Builders & Construction Company,
Bubble Construction Developers,bubbleconstruction.com,09591003922,"st. Anthonys church, main, road, opposite to Sacred Hearts Road, TC Palya, Krishnarajapuram, Bengaluru, Karnataka 560036",33.0,4.9,No,Real Estate Builders & Construction Company,
SK Enterprises,,09738636237,"l, Venus Home, 4 1st floor byana layout 1st cross, main road, Bengaluru, Karnataka 560049",3.0,4.7,No,Real Estate Builders & Construction Company, Opens 10am Sun
OSR Dream Homes Construction Company,,09242100000,"#33 First floor, Ayyappa Nagar, Hoodi Main Rd, opposite to Amma's bakery, Krishnarajapuram, Bengaluru, Karnataka 560036",117.0,4.8,No,Real Estate Builders & Construction Company,
Subash Developers,,09341240055,"Hanuman Building, Bhattarahalli Signal, above Ashraya Bakery, Bengaluru, Karnataka 560049",21.0,4.8,No,Real estate developer,
BJ CONSTRUCTION,bjconstructions.in,06361543519,"1 FLOOR, TC PLAYA SIGNAL 3RD MAIN KR PURAM VINAYAKA LAYOUT BANU RESIDENCE, Bengaluru, Karnataka 560049",3.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Sun
Glad infra Constructions,gladinfra.com,07676107437,"6, 1st floor, friends layout, Seegehalli, Krishnarajapuram, Bengaluru, Karnataka 560049",32.0,4.8,No,Real Estate Builders & Construction Company,
Srichinmayi Constructions,srichinmayiinfra.com,09845117919,"D.No 68, Mukti Vinayaka Layout, Anandapura, Battarahalli, Bengaluru, Karnataka 560036",1.0,5.0,No,Real Estate Builders & Construction Company, Opens 10am Sun
Aadya Engineering PHE Contractors,aadyaengineering.com,09148863907,"No. 305, 2nd Cross St, White City Layout, Seegehalli, Krishnarajapuram, Bengaluru, Karnataka 560036",1.0,5.0,No,Civil engineering company,
NLife Civil Constructions,,09742542669,"New Police Station Rd, near Urdu School, Krishnarajapuram, Bengaluru, Karnataka 560036",2.0,5.0,No,Civil engineering company, Opens 9am Mon
Bharath construction,,09448705070,"Parvathinagar, Medahalli, Kithaganur Colony, Bengaluru, Karnataka 560049",10.0,4.2,No,Real Estate Builders & Construction Company,
ARP Constructions,linktr.ee,09108565312,"Deepak Theatre, Q9XM+3G6 Sri Sai Complex, Near, Nalli gudda tank road, Bidadi, Karnataka 562109",14.0,4.9,No,Real Estate Builders & Construction Company,
SMCC Construction India Limited,smcon.co.in,01141392800,"&, NO. 1673 / 847 / 1 & 2, 1st Floor, Ward No. 15, B M Road, Bidadi, Ramanagara Taluk, Dist, Karnataka 562109",1.0,5.0,No,Real Estate Builders & Construction Company,
Smiti Construction,smiticonstruction.com,09945578800,"1, Plot 1668/1 sy 45/4,Nagadevanahalli 1st Block, Sir M.V Layout, BDA, 1st Block, SMV Layout, Bengaluru, Karnataka 560056",259.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am Mon
Tectonics Constructions - Construction Companies Bangalore | Best Construction company Bangalore | Civil Contractors,tectonicsconstruction.com,07892833188,"No#53, 3rd Main Rd, near prathyangira devi temple Hillview garden, Jayanagar housing society layout, Subramanyapura, Bengaluru, Karnataka 560061",48.0,4.8,No,Real Estate Builders & Construction Company, Opens 8:30am Mon
HomeStyle Construction & Interiors,,09663445525,"SRS Complex, SH17, Bidadi, Karnataka 562109",3.0,5.0,No,Civil engineer, Opens 9am Sun
Building Renovation & Building Demolition & Masonry Contractor & civil work & Building Contractor IN BANGALORE,youtube.com,09964880668,"03, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",302.0,4.8,No,Real Estate Builders & Construction Company, Opens 9am Sun
BGS Brundavan Residential Layout,sanatibuilders.com,09620479393,"SH17, Banandoor, Karnataka 562109",59.0,4.3,No,Real Estate Builders & Construction Company,
RAMALINGAM CONSTRUCTION COMPANY PVT LTD,ramalingam.in,08026744889,"NO : 1 , NR TOWER, SIRSI CIRCLE TO BINNY MILL ROAD, NEAR ETA NAMMA MALL, Ranganatha Colony, Bengaluru, Karnataka 560023",91.0,4.3,No,Real Estate Builders & Construction Company, Opens 9am Sun
Dilip Buildcon Limited,dilipbuildcon.com,07554029999,"Q9WM+QG4, Bidadi, Karnataka 562109",2.0,1.0,No,Real Estate Builders & Construction Company,
Civil contractor Bangalore,,09632139901,"24, Near, Prestige Tech Park Rd, Devarabisanahalli, Varthur, Bengaluru, Karnataka 560103",9.0,4.9,No,Civil engineering company, Opens 7am Sun
Wasat Constructions,wasatconstructions.com,08792617018,"ICICI Bank building, Wasat constructions 55, Coles Rd, Cleveland Town, Cox Town, Bengaluru, Karnataka 560005",20.0,4.8,No,Real Estate Builders & Construction Company, Opens 9am Mon
Vinra Group - Construction | Interior | Real Estate,vinragroup.com,08884898765,"No-34-1 First Floor Promenade, Junction, Meanee Ave Rd, Sindhi Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042",129.0,4.4,No,Real Estate Builders & Construction Company,
Civil Contractors In Bangalore,,07760685123,"sulthan Palya Main Road, 64, 4th A Cross Rd, R.T.Nagar, Kanaka Nagar, Post, Bengaluru, Karnataka 560032",21.0,3.9,No,Real Estate Builders & Construction Company,
Sai Akshaya Construction,,09591919125,"35/1, 5th Cross Road, Vijayabarathi School Road, Post, Bhuvaneshwari Nagar, RT Nagar, Bengaluru, Karnataka 560032",13.0,4.2,No,Real Estate Builders & Construction Company, Opens 10am Sun
Being syed's constructions & home services - Best construction Homeservices in bangalore,,08660202093,"Balaji Layout, Chokkanahalli, Bengaluru, Karnataka 560064",31.0,5.0,No,Construction and maintenance office,
KK Civil Contractors,kkcivilcontractor.com,08023185426,"#99, 4th Floor, "" K K Arcade, 60 Feet Rd, Chandra Layout, Bengaluru, Karnataka 560040",62.0,4.5,No,Contractor, Opens 10am Sun
R. N. R. Constructions Pvt. Ltd.,,08022860429,"53/1, Infantry Rd, Shivaji Nagar, Bengaluru, Karnataka 560001",12.0,4.1,No,Real Estate Builders & Construction Company,
Nissi Constructions Mestri (Residential Building Contractor),,09008891443,"#496/B, Seegehalli Main Rd, Priyanka Nagar, Virgonagar, Post, Bengaluru, Karnataka 560049",51.0,4.8,No,Contractor, Opens 8am Sun
Best construction company in bangalore,,09738983290,"2nd Cross, Hidayath Nagar, Lidkar Colony, Kadugondanahalli, Bengaluru, Karnataka 560045",9.0,4.6,No,Real Estate Builders & Construction Company, Opens 9am Sun
VeVe Constructions Pvt. Ltd.,veveconstructions.in,09972152180,"No. 1332/A, 4th Main Rd, Bharath Nagar, BEL Layout, 2nd Stage, Bharat Nagar, Bengaluru, Karnataka 560091",39.0,5.0,No,Real Estate Builders & Construction Company,
VeVe Constructions Pvt. Ltd.,veveconstructions.in,09972152180,"No. 1332/A, 4th Main Rd, Bharath Nagar, BEL Layout, 2nd Stage, Bharat Nagar, Bengaluru, Karnataka 560091",39.0,5.0,No,Real Estate Builders & Construction Company, Opens 10am Mon
HAK Civil Construction opc pvt ltd,hakcivilconstructionopcpvtltd.com,07795200529,"Vasanthapura Main Rd, Vasanthapura, Bengaluru, Karnataka 560062",3.0,5.0,No,Real Estate Builders & Construction Company,
Design HeightsT Civil Engineers and Contractors,,09448452970,"435, 15th Cross Rd, Vishwapriya Nagar, Begur, Bengaluru, Karnataka 560068",66.0,4.8,No,Civil engineering company, Opens 7am
Red Brick Consulting Engineers,redbrickbuilders.in,08197832196,"90/4, 4th Floor, P V R Tower, C R R Garden Sir M.V Road, Bannerghatta Rd, Arekere, Bengaluru, Karnataka 560076",16.0,4.7,No,Civil engineering company, Opens 9am Mon
CANOPY CONSTRUCTIONS,,09880252615,"Mico Layout, BTM 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076",42.0,4.7,No,Real Estate Builders & Construction Company,
Building Renovation & Building Demolition & Masonry Contractor & civil work & Building Contractor IN BANGALORE,youtube.com,09964880668,"03, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",302.0,4.8,No,Real Estate Builders & Construction Company, Opens 8am Mon
Axis Concept Construction Pvt. Ltd.,axisconcept.in,08040903022,"555, 9th Cross Rd, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",151.0,4.1,No,Real Estate Builders & Construction Company, Opens 8am
"Design Heights :building consultancy,planning,interior designing and 3d design",justdial.com,09243131526,"1st Floor, Narasaiah Nilaya, 169/2E, Kodichikkanahalli Main Rd, opp. Mahaveer Pride Apartment, Someswar Layout, Ramanashree Enclave, Bilekahalli, Bengaluru, Karnataka 560076",17.0,4.9,No,Building consultant,
staunch infra,,09606743463,"west gate, 1nd floor, SANA plaza, Devarachikkanahalli Rd, Duo Heights Layout, Bengaluru, Karnataka 560072",5.0,5.0,No,Civil engineering company, Opens 9am
Tectonics Constructions - Construction Companies Bangalore | Best Construction company Bangalore | Civil Contractors,tectonicsconstruction.com,07892833188,"No#53, 3rd Main Rd, near prathyangira devi temple Hillview garden, Jayanagar housing society layout, Subramanyapura, Bengaluru, Karnataka 560061",5.0,5.0,No,Real Estate Builders & Construction Company,
Tectonics Constructions - Construction Companies Bangalore | Best Construction company Bangalore | Civil Contractors,tectonicsconstruction.com,07892833188,"No#53, 3rd Main Rd, near prathyangira devi temple Hillview garden, Jayanagar housing society layout, Subramanyapura, Bengaluru, Karnataka 560061",48.0,4.8,No,Real Estate Builders & Construction Company, Opens 8am
Neel Building Demolishers - Building Demolition Contractors in Bangalore,neelinfra.com,09845535538,"5th Cross Rd, NGR Layout, Bommanahalli, Bengaluru, Karnataka 560068",48.0,4.8,No,Demolition contractor,
Neel Building Demolishers - Building Demolition Contractors in Bangalore,neelinfra.com,09845535538,"5th Cross Rd, NGR Layout, Bommanahalli, Bengaluru, Karnataka 560068",80.0,4.9,No,Demolition contractor,
NT Constructions,,08073655139,"1869/D, Pipeline Rd, near Balamuri Ganapathi Temple, 2nd Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078",80.0,4.9,No,Real Estate Builders & Construction Company, Opens 8:30am
Royallinks Constructions Bangalore - House Construction Company,royallinks.in,09980643040,"First Floor 3rd Sector, No: 765,16th Main, 22nd Cross Rd, near HSR Club, HSR Layout, Bengaluru, Karnataka 560102",73.0,4.8,No,Real Estate Builders & Construction Company, Opens 10am Mon
Wall Nut Builders,wallnutbuilders.in,09916680792,"maruthi Mandir, 23, 80 Feet Rd, 2nd Block, Govindaraja Nagar Ward, Anubhav Nagar, Vijayanagar, Bengaluru, Karnataka 560040",131.0,4.9,No,Real Estate Builders & Construction Company,
KK Civil Contractors,kkcivilcontractor.com,08023185426,"#99, 4th Floor, "" K K Arcade, 60 Feet Rd, Chandra Layout, Bengaluru, Karnataka 560040",62.0,4.5,No,Contractor, Opens 9am Mon
HM Group,hmconstructions.com,08042555555,"No.14/92, HM Geneva House, Cunningham Rd, SRT Road, Vasanth Nagar, Bengaluru, Karnataka 560052",314.0,4.1,No,Real Estate Builders & Construction Company,
CIVIL ENGINEERING CONSTRUCTION COMPANY- CECC,,08041499372,"2nd floor, #48/33, 50 Feet Main Rd, Srinivasanagara, Hanumanthnagar, Banashankari 1st Stage, Basavanagudi, Bengaluru, Karnataka 560019",9.0,4.9,No,Real Estate Builders & Construction Company, Opens 10am Mon
Civilcon Infra,,08023421554,"57th Cross Rd, 4th Block, Rajajinagar, Bengaluru, Karnataka 560010",25.0,4.8,No,Real Estate Builders & Construction Company,
CIVIL CONTRACTORS IN BANGALORE,,09164949900,"No-849,1st Floor, 4th Main Road, 12th Cross, Opp.Ashraya PlayHome, Near BDA, Complex, 1st Stage, Indiranagar, Bengaluru, Karnataka 560038",6.0,3.5,No,Real Estate Builders & Construction Company, Opens 7am Sun
VR masonry civil & renovation Bangalore,sites.google.com,09113280297,"803 1st floor, 8th Cross Rd, near chennammankkre, Manjunatha Colony, Thyagaraja Nagar, Banashankari, Bengaluru, Karnataka 560070",73.0,4.9,No,Masonry contractor, Opens 8am Sun
B mega,bmegagroup.com,09902999961,"#209,210, Tulsi Chambers, #12, Kengal Hanumanthaiah Rd, Shanti Nagar, Bengaluru, Karnataka 560027",49.0,4.7,No,Real Estate Builders & Construction Company,
NCS Construction Engineers & Contractors,,09886690180,"#409,4th floor,Anjandri Enclave, 9th Cross Rd, Parimala Nagar, Nandini Layout, Bengaluru, Karnataka 560096",53.0,4.9,No,Civil engineering company, Opens 8am Mon
RAMALINGAM CONSTRUCTION COMPANY PVT LTD,ramalingam.in,08026744889,"NO : 1 , NR TOWER, SIRSI CIRCLE TO BINNY MILL ROAD, NEAR ETA NAMMA MALL, Ranganatha Colony, Bengaluru, Karnataka 560023",91.0,4.3,No,Real Estate Builders & Construction Company,
Shankarnarayana Constructions Private Limited (SNC),ssncindia.co.in,08022109544,"No.9, Raja Ram Mohan Roy Rd, Ashok Nagar, Bengaluru, Karnataka 560025",54.0,4.1,No,Civil engineering company,
Metro Mane Constructions,metromane.in,08147268952,"941, near Deepa Complex, opposite to BBMP Ground, Papreddy Palya, 2nd Stage, Naagarabhaavi, Bengaluru, Karnataka 560072",15.0,4.5,No,Real Estate Builders & Construction Company,
Royallinks Constructions Bangalore - House Construction Company,royallinks.in,09980643040,"First Floor 3rd Sector, No: 765,16th Main, 22nd Cross Rd, near HSR Club, HSR Layout, Bengaluru, Karnataka 560102",73.0,4.8,No,Real Estate Builders & Construction Company, Opens 12am Mon
Kushi Construction and Interiors PVT. LTD.,kushiconstructionandinteriors.in,09972824170,"166/174, 2nd floor, Begur Rd, above Cashify, Signal, Bommanahalli, Bengaluru, Karnataka 560068",6.0,4.8,No,Real Estate Builders & Construction Company,
NammaHome Infra & tech pvt Ltd | Home construction company in Bangalore | Turn-key construction company in bangalore,nammahome.co,08105337220,"1192/1, 2nd floor 22nd cross, 24th Main Rd, 2nd Sector, HSR Layout, Bengaluru, Karnataka 560102",28.0,5.0,No,Real Estate Builders & Construction Company, Opens 7am
HomeRafts construction,homerafts.com,07996600015,"240/2, Bethel Building, 1st Floor, Begur Rd, near st Francis school, Bengaluru, Karnataka 560068",13.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am
ds construction,,09448934135,"451, Begur Rd, Vishwapriya Nagar, Bommanahalli, Bengaluru, Karnataka 560068",1.0,5.0,No,Building consultant,
Hightower Constructions,hightowerconstructions.com,06366079333,"1564, Revanna's building, HUSTLEHUB Tech Park No, 27th Main Rd, 2nd Sector, ITI Layout, HSR Layout, Bengaluru, Karnataka 560102",46.0,4.8,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
ONS CONSTRUCTIONS,,09036606060,"WJ6F+7W9, 1st Main Rd, NGR Layout, Roopena Agrahara, Bommanahalli, Bengaluru, Karnataka 560068",46.0,4.4,No,Real Estate Builders & Construction Company,
ONS CONSTRUCTIONS,,09036606060,"WJ6F+7W9, 1st Main Rd, NGR Layout, Roopena Agrahara, Bommanahalli, Bengaluru, Karnataka 560068",5.0,4.4,No,Real Estate Builders & Construction Company, Opens 9am
United Construction Company,,09902266371,"410, 3rd floor, NR Complex, 24th Main Rd, 2nd Sector, Parangi Palaya, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",5.0,4.9,No,Real Estate Builders & Construction Company,
MJR Builders Private Limited,mjrbuilders.in,08048507166,"444, Grand, 3rd Floor, 16th Cross, 5th Main Rd, near Titan Eye Showroom, 6th Sector, HSR Layout, Bengaluru, Karnataka 560102",12.0,4.9,No,Real Estate Builders & Construction Company, Opens 8am Mon
CANOPY CONSTRUCTIONS,,09880252615,"Mico Layout, BTM 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076",212.0,4.7,No,Real Estate Builders & Construction Company,
Amruthavastu constructions,amruthavastu.com,09845709653,"WJ88+69V BMTC Complex, Old Madiwala, Kuvempu Nagar, Stage 2, BTM Layout, Bengaluru, Karnataka 560068",42.0,5.0,No,Home builder, Opens 8am
Golden Valley Constructions Pvt. Ltd,goldenvalleyconstructions.com,09742624310,"9 3Rd floor, NBR Orchid, Varthur Main Rd, Kumarapalli, Thubarahalli, Whitefield, Bengaluru, Karnataka 560066",11.0,4.7,No,Real Estate Builders & Construction Company,
RETVO INFRA PVT LTD,retvoinfra.com,08123701551,"Nallurahalli Main Rd, Palm Meadows, Balaji Layout, Whitefield, Bengaluru, Karnataka 560066",21.0,4.8,No,Real Estate Builders & Construction Company, Opens 9am
Sudhakaran Nair Engineering LLP (essenco),essencoindia.net,08028476288,"1287, 6th Cross Rd, AECS Layout - D Block, AECS Layout, Marathahalli, Bengaluru, Karnataka 560037",30.0,4.8,No,Real Estate Builders & Construction Company, Opens 8am
Bangalore Construction Company,bangaloreconstructioncompany.com,09499972778,"Ground floor no 9, Balagere to Varthur road Balagere Varthur, Hobli, Bengaluru, Karnataka 560087",1.0,5.0,No,Real Estate Builders & Construction Company,
SHINE INDIA GOODS AND INFRA PRIVATE LIMITED,,09439390352,"Vaikuntam Layout, Lakshminarayana Pura, Kundalahalli, Munnekollal, Bengaluru, Karnataka 560037",2.0,5.0,No,Real Estate Builders & Construction Company,
Buildhood Infratech Pvt Ltd | House Construction Company | Builders | Best Home Construction Company,buildhood.com,07802808080,"107, 1st Floor, Brigade Arcade, Whitefield Rd, Brigade Metropolis, Garudachar Palya, Bengaluru, Karnataka 560048",88.0,4.8,No,Real Estate Builders & Construction Company,
Ordient Ventures Pvt Ltd (Expert Architects & Construction Contractors),ordientinfra.com,09731847847,"11 1St cross Swimming pool Road, Varthur Main Rd, Bengaluru, Karnataka 560087",1802.0,5.0,No,Real Estate Builders & Construction Company,
Aarbee Structures Pvt. Ltd.,aarbeestructures.com,08068333400,"#176,First floor,Adarsh Eco Place, EPIP Zone Whitefield Rd, Bengaluru, Karnataka 560066",80.0,4.4,No,Structural engineer, Opens 12am Mon
Dns Constructions,dnsconstructions.com,09986006025,"4th Floor, Balaraj's Arcade, Whitefield Main Rd, opposite to Brigade Cosmopolis, Whitefield, Bengaluru, Karnataka 560066",11.0,3.7,No,Real Estate Builders & Construction Company,
Mandir Constructions,mandirconstructions.com,09945797046,"BBMP Office, Hagadur, Near, Anjeeneya anugraha Apartment, A-Block, Immadihalli, Whitefield, Bengaluru, Karnataka 560066",49.0,5.0,No,Real Estate Builders & Construction Company, Opens 8am Mon
R S Construction & Consultancy,,07338330554,"Anjanadri layout, Vijayanagar Main Rd, Nagondanahalli, Whitefield, Bengaluru, Karnataka 560066",28.0,4.8,No,Architectural designer,
Sree Lakshmi Builders & Karthik Construction.,,09945455817,"2 &3,4th Cross, Outer Ring Rd, Saraswathi Nagar, Mahadevapura, Bengaluru, Karnataka 560048",12.0,4.6,No,Civil engineering company,
